metabolite,n_taxa_x,micro_r2,micro_f,micro_p,micro_q,n_taxa_y,geno_r2,geno_f,geno_p,geno_q,CHEMICAL_ID,BIOCHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,CAS,KEGG,total,group
metabolite_100010937,26.0,0.06618120868204802,2.4886826210695383,5.886856280791327e-05,0.00013742495622377104,2.0,0.05242157954790372,51.891685748260954,1.2036337611926872e-12,1.5212593370629798e-12,100010937,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,,,,,0.11860278822995174,hybrid
metabolite_100001950,1.0,0.009495687703460987,9.155317795416464,0.002546406585848021,0.0033018491001034433,2.0,0.10883413821087173,116.62991868058843,9.885665164857388e-26,2.9494935409902373e-25,100001950,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,114-25-0,,0.11832982591433272,hybrid
metabolite_100022003,,0.0,,1.0,,2.0,0.11808921354372859,127.20646417913466,8.917168819239289e-28,3.381093177294897e-27,100022003,"bilirubin degradation product, C16H18N2O5 (1)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.11808921354372859,genetics
metabolite_100010922,24.0,0.06222020095838865,2.548884847588158,6.53339613698375e-05,0.0001505243227638413,2.0,0.05508104774235989,55.08577216296301,2.570381624882722e-13,3.491115341258622e-13,100010922,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,,,0.11730124870074854,hybrid
metabolite_100004575,8.0,0.05416282577747922,6.26329692981392,6.672961954161422e-08,4.612194291846866e-07,2.0,0.06311461351761138,59.41718157387409,3.4335136739334407e-14,5.164458583932944e-14,100004575,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,39825-23-5,,0.1172774392950906,hybrid
metabolite_100005403,12.0,0.039274665157140176,3.1443704238639705,0.0002087978781801542,0.00039254001097868994,2.0,0.07792346784110837,78.93110433381443,3.248354996895441e-18,6.158339681614274e-18,100005403,etiocholanolone glucuronide,Lipid,Steroid,9/3/02,,0.11719813299824855,hybrid
metabolite_100009078,1.0,0.004663234740543198,4.343071365756968,0.03743318740558489,0.03819160220106708,2.0,0.11232005604160822,58.58438765143737,1.1033587332288957e-24,3.0894044530409078e-24,100009078,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phospholipid Metabolism,,,0.11698329078215142,hybrid
metabolite_100001756,31.0,0.11666051468793104,3.927945664217463,8.991284633527672e-12,1.2936440135993894e-10,,0.0,,1.0,,100001756,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,123-07-9,C13637,0.11666051468793104,microbiome
metabolite_100015620,8.0,0.04195966193991785,5.184515499833039,2.3499655970121117e-06,9.413214465304197e-06,2.0,0.07291892823454604,37.47878191234575,2.1458077058793679e-16,3.6843113440570276e-16,100015620,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,Lipid,Sphingolipid Metabolism,,,0.11487859017446389,hybrid
metabolite_100000467,22.0,0.11402419794710794,5.364408233437582,4.4353999662852304e-14,8.451235070894831e-13,,0.0,,1.0,,100000467,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,2642-37-7,,0.11402419794710794,microbiome
metabolite_100006108,25.0,0.11370970729513341,3.8284269765963446,1.6755568747112358e-09,1.5542994693045015e-08,,0.0,,1.0,,100006108,phenylacetylcarnitine,Amino Acid,Phenylalanine and Tyrosine Metabolism,287108-21-8,,0.11370970729513341,microbiome
metabolite_100001614,1.0,0.006012929717732152,5.7468385682555745,0.016710632648745463,0.01753124407346064,2.0,0.1039498600907981,55.04625959668034,2.4081416794783592e-23,6.00386007760358e-23,100001614,hexadecanedioate (C16-DC),Lipid,"Fatty Acid, Dicarboxylate",505-54-4,C19615,0.10996278980853025,hybrid
metabolite_100001993,,0.0,,1.0,,2.0,0.10988348322860164,117.02910814255495,8.455496862437358e-26,2.5648340482726655e-25,100001993,pregnenediol disulfate (C21H34O8S2)*,Lipid,Steroid,,,0.10988348322860164,genetics
metabolite_100009184,,0.0,,1.0,,2.0,0.1074937735350554,57.45005295852169,2.764193515683637e-24,7.622473028097302e-24,100009184,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,,,,,0.1074937735350554,genetics
metabolite_100022127,,0.0,,1.0,,2.0,0.10697295107646798,56.18006096829826,9.026174107427987e-24,2.4158289522821964e-23,100022127,tetrahydrocortisone glucuronide (5),Lipid,Corticosteroids,,,0.10697295107646798,genetics
metabolite_100022006,,0.0,,1.0,,2.0,0.10613593400823074,113.63258990971907,3.785368310342674e-25,1.0764641132536978e-24,100022006,"bilirubin degradation product, C17H18N2O4 (2)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.10613593400823074,genetics
metabolite_100009219,6.0,0.048815117692260546,6.346613576633557,1.5850286068500806e-06,6.691288430115609e-06,2.0,0.05729816628889195,45.40325338002779,3.2049261557833275e-11,3.451458936997429e-11,100009219,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,,,,,0.1061132839811525,hybrid
metabolite_100001613,7.0,0.027022222140172025,3.7294771620190255,0.0005426527494839975,0.000879471697439582,2.0,0.0789496475815803,81.08825583321213,1.1642612389948941e-18,2.2784467257749545e-18,100001613,tetradecanedioate (C14-DC),Lipid,"Fatty Acid, Dicarboxylate",821-38-5,,0.10597186972175232,hybrid
metabolite_100010925,31.0,0.1041086425023845,2.83394578872509,7.063044991410192e-07,3.455386057369834e-06,,0.0,,1.0,,100010925,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,,,,,0.1041086425023845,microbiome
metabolite_100004208,26.0,0.10367724737531914,4.097371285281461,5.715468274034554e-11,7.461861357767334e-10,,0.0,,1.0,,100004208,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,,,0.10367724737531914,microbiome
metabolite_100001208,2.0,0.011189708545697896,5.358284639812326,0.004852829363702422,0.005673705972487906,2.0,0.0910359029648522,47.42266520147353,2.3543791357650947e-20,4.8145730641488456e-20,100001208,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,2625-49-2,C05828,0.1022256115105501,hybrid
metabolite_100001571,17.0,0.05015606273771778,2.944629088066022,5.687001083242411e-05,0.00013364452545619666,2.0,0.05047320117524701,51.24254101428291,1.6168139354360474e-12,2.0293802499955908e-12,100001571,1-arachidonoyl-GPE (20:4n6)*,Lipid,Lysolipid,,,0.10062926391296478,hybrid
metabolite_1021,2.0,0.00799761359822393,3.833524312123228,0.02196832230932991,0.022809524636344017,2.0,0.09249800226744542,97.03350337368535,7.25332091097357e-22,1.6501305072464872e-21,1021,5-oxoproline,Amino Acid,Glutathione Metabolism,98-79-3,C01879,0.10049561586566935,hybrid
metabolite_100022007,,0.0,,1.0,,2.0,0.10009546928400248,105.66753758217517,1.4192404718137447e-23,3.7435038531898774e-23,100022007,"bilirubin degradation product, C17H18N2O4 (3)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.10009546928400248,genetics
metabolite_100001294,,0.0,,1.0,,2.0,0.09925430188673035,105.34284293832073,1.6182728533722132e-23,4.1482487227287717e-23,100001294,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,1948-29-4,,0.09925430188673035,genetics
metabolite_100010949,10.0,0.045406936871377535,4.3190653977815,6.4170508805731555e-06,2.1542956527638453e-05,2.0,0.052736221224383595,51.05137127196633,1.833980183365519e-12,2.2706421317858805e-12,100010949,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,Lipid,Diacylglycerol,,,0.09814315809576113,hybrid
metabolite_100002185,19.0,0.09784216563371007,4.212561873266267,6.439804811847478e-09,5.4699546895812914e-08,,0.0,,1.0,,100002185,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,771-50-6,C19837,0.09784216563371007,microbiome
metabolite_100015968,29.0,0.09759674941596919,3.2035379127159493,4.2174683242861055e-08,3.1631012432145793e-07,,0.0,,1.0,,100015968,carotene diol (3),Xenobiotics,Food Component/Plant,,,0.09759674941596919,microbiome
metabolite_100004227,3.0,0.015585712255914319,4.813071676007288,0.002484103049714597,0.0032371398337315916,2.0,0.08119342008472108,40.34015110350301,1.628546387909551e-17,3.024443291832024e-17,100004227,2-aminooctanoate,Lipid,"Fatty Acid, Amino",644-90-6,,0.0967791323406354,hybrid
metabolite_100015792,1.0,0.009830910621441591,9.501590754185504,0.002111723696195423,0.0027964412732429753,2.0,0.08682168417129066,90.98809105702696,1.1568234802339786e-20,2.4200215333630357e-20,100015792,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",Lipid,Sphingolipid Metabolism,,,0.09665259479273225,hybrid
metabolite_100006098,23.0,0.09646671774974191,4.261359681362713,1.399769696660369e-10,1.701444200250966e-09,,0.0,,1.0,,100006098,3-hydroxypyridine sulfate,Xenobiotics,Chemical,1955-23-3,,0.09646671774974191,microbiome
metabolite_100009134,24.0,0.09626491199630072,4.132047573924907,1.8533468794362344e-10,2.1350021987405423e-09,,0.0,,1.0,,100009134,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,Lipid,Phospholipid Metabolism,,,0.09626491199630072,microbiome
metabolite_244,,0.0,,1.0,,2.0,0.09597100108384404,50.797180260451384,1.079593086429631e-21,2.3961700210999123e-21,244,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",56-41-7;107-95-9,C00099,0.09597100108384404,genetics
metabolite_100008992,8.0,0.027600171415217978,3.2889453172703247,0.0010384608054817372,0.0015002353849684934,2.0,0.06809887107005985,34.08958565235439,5.140784004751046e-15,8.279846804112303e-15,100008992,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phospholipid Metabolism,,,0.09569904248527783,hybrid
metabolite_100002154,18.0,0.0955423284564566,5.498885291541003,1.8934754596905565e-12,2.9019569545257443e-11,,0.0,,1.0,,100002154,ergothioneine,Xenobiotics,Food Component/Plant,58511-63-0,C05570,0.0955423284564566,microbiome
metabolite_100001992,8.0,0.03731025187604964,4.578082930089443,1.7220191398937075e-05,5.0166260067151395e-05,2.0,0.05735244777117032,57.92146826144832,6.551402048547474e-14,9.693944494598702e-14,100001992,"androstenediol (3beta,17beta) disulfate (1)",Lipid,Steroid,,C04295,0.09466269964721996,hybrid
metabolite_100008918,2.0,0.03455021861309959,16.998661305455865,5.579587043744623e-08,3.9510329747404647e-07,2.0,0.05891606575656605,59.53685584861024,3.02625993994045e-14,4.589827575576349e-14,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,Plasmalogen,97802-56-7,,0.09346628436966564,hybrid
metabolite_2051,2.0,0.016900158702248924,8.036644765267978,0.0003462502949723184,0.0005924914028045741,2.0,0.07642433471400523,77.4524275389585,6.460492943417443e-18,1.212174964641211e-17,2051,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",498-21-5,,0.09332449341625415,hybrid
metabolite_100009148,2.0,0.020441453716247726,8.357644619013625,0.00025566684473621787,0.0004574749379163289,2.0,0.0728341837910359,63.00169223154981,6.9510096854876164e-15,1.1000728371815185e-14,100009148,1-oleoyl-2-dihomo-linolenoyl-GPC (18:1/20:3)*,Lipid,Phospholipid Metabolism,,,0.09327563750728363,hybrid
metabolite_461,1.0,0.00632923942236896,6.031967499475539,0.014227719862880798,0.015129023383606277,2.0,0.08646044220639704,44.76630356587737,2.6548514611940346e-19,5.309702922388069e-19,461,phosphate,Energy,Oxidative Phosphorylation,7664-38-2,C00009,0.092789681628766,hybrid
metabolite_100001951,,0.0,,1.0,,2.0,0.0919984008339162,96.65894253508094,8.572407952309732e-22,1.9261459843461377e-21,100001951,"bilirubin (E,Z or Z,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,,,0.0919984008339162,genetics
metabolite_229,6.0,0.03579773265525288,5.866032419842517,5.079661558317962e-06,1.7816723376189864e-05,2.0,0.056180778535730336,56.727263788384164,1.1605851148913732e-13,1.6764007215097613e-13,229,arachidonate (20:4n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),506-32-1,C00219,0.09197851119098321,hybrid
metabolite_100022005,,0.0,,1.0,,2.0,0.09115887338914985,94.58508763410755,2.276569830615949e-21,4.9325679663345566e-21,100022005,"bilirubin degradation product, C17H18N2O4 (1)**",Partially Characterized Molecules,Partially Characterized Molecules,,,0.09115887338914985,genetics
metabolite_100009160,6.0,0.032314330466669205,5.159282827354547,3.1359409898272296e-05,8.24939700682163e-05,2.0,0.05759507416372811,56.95917715302814,1.0575930176731816e-13,1.5398554337321525e-13,100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,Plasmalogen,,,0.08990940463039732,hybrid
metabolite_100001510,14.0,0.08967394948964535,6.585930445725764,7.287806088968805e-13,1.2233103077911923e-11,,0.0,,1.0,,100001510,phenol sulfate,Amino Acid,Phenylalanine and Tyrosine Metabolism,937-34-8,C02180,0.08967394948964535,microbiome
metabolite_100021992,2.0,0.021564493387625117,10.303592409089347,3.748051968574325e-05,9.415385480256698e-05,2.0,0.0680125632857499,68.30538345012064,4.76069366597986e-16,8.02265043711421e-16,100021992,"cis-3,4-methyleneheptanoylglycine",Lipid,Fatty Acid Metabolism (Acyl Glycine),,,0.08957705667337501,hybrid
metabolite_100002152,2.0,0.023659550928971096,11.00173216419862,1.9009999818539812e-05,5.4702244375798235e-05,2.0,0.06504055087902971,31.58255700484281,5.494395477239901e-14,8.196557187357886e-14,100002152,andro steroid monosulfate C19H28O6S (1)*,Lipid,Steroid,,C04555,0.08870010180800081,hybrid
metabolite_100002063,7.0,0.04499324606550281,6.360256818937113,2.532067435736195e-07,1.4055964899165492e-06,2.0,0.04350169996181308,43.25163637199627,7.930870462915291e-11,8.063790079612195e-11,100002063,1-docosapentaenoyl-GPC (22:5n3)*,Lipid,Lysolipid,,,0.08849494602731589,hybrid
metabolite_100001405,2.0,0.025474042712630984,10.913421805743926,2.095314683391011e-05,5.8886070113050096e-05,2.0,0.06242267530079226,55.659789519978425,2.1604203419229728e-13,2.9787613805301596e-13,100001405,1-methylxanthine,Xenobiotics,Xanthine Metabolism,6136-37-4,C16358,0.08789671801342325,hybrid
metabolite_100019982,2.0,0.015573894127082766,7.538362206449778,0.0005646219023784527,0.0009108888814114627,2.0,0.07162983579122528,73.60734540954239,3.817724353199665e-17,6.879463685963752e-17,100019982,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",,,0.08720372991830805,hybrid
metabolite_1628,27.0,0.08697350869807086,3.2423161485446452,7.06947016938366e-08,4.838812106228621e-07,,0.0,,1.0,,1628,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,16564-43-5,C05466,0.08697350869807086,microbiome
metabolite_480,4.0,0.03481656844030878,8.621324802257744,7.763684650411271e-07,3.723399781319691e-06,2.0,0.05186533798351656,52.45969915329145,9.010595648793404e-13,1.1630697929648223e-12,480,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,147-85-3,C00148,0.08668190642382534,hybrid
metabolite_100001034,12.0,0.08532182863043292,7.322535682097108,5.799248217455656e-13,9.971878032454238e-12,,0.0,,1.0,,100001034,indoleacetate,Amino Acid,Tryptophan Metabolism,6505-45-9,C00954,0.08532182863043292,microbiome
metabolite_100002122,9.0,0.08489850399928434,9.648595761795884,3.481638303304707e-14,6.818208343971719e-13,,0.0,,1.0,,100002122,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,1637-75-8,,0.08489850399928434,microbiome
metabolite_100004111,33.0,0.08484107224436888,2.536783698640618,5.6777096926338575e-06,1.9530115520052065e-05,,0.0,,1.0,,100004111,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,,,0.08484107224436888,microbiome
metabolite_100006614,3.0,0.021185021882073607,6.868216936672255,0.0001405360018589677,0.00028371375626732654,2.0,0.06361790895474972,64.81487175292237,2.437492105719987e-15,3.960924671794979e-15,100006614,adipoylcarnitine (C6-DC),Lipid,Fatty Acid Metabolism(Acyl Carnitine),,,0.08480293083682333,hybrid
metabolite_1134,2.0,0.012372655523469889,6.000747173402022,0.0025709738325506164,0.0033135951589546337,2.0,0.0719780694519574,37.15159538000028,2.8866668030778672e-16,4.910031384674503e-16,1134,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",69-93-2;120K5305,C00366,0.08435072497542728,hybrid
metabolite_100003473,2.0,0.022977196629383023,9.160091306231068,0.00011691781650953684,0.00024172158545226826,2.0,0.0609027810661924,50.584932288015274,2.5844772883480576e-12,3.156878298519104e-12,100003473,alliin,Xenobiotics,Food Component/Plant,556-27-4,C08265,0.08387997769557543,hybrid
metabolite_100002024,3.0,0.02986071795923384,8.761990368895667,9.985988533964865e-06,3.151375718485007e-05,2.0,0.053975846835886854,48.83947702284931,5.5868788261047925e-12,6.689552278625475e-12,100002024,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",Lipid,Steroid,,,0.0838365647951207,hybrid
metabolite_100000774,8.0,0.035488356020554446,4.314110430271475,4.0608241897410476e-05,9.975195309294212e-05,2.0,0.04817564509342809,47.83023714260626,8.553780838129295e-12,9.853089319870453e-12,100000774,phenyllactate (PLA),Amino Acid,Phenylalanine and Tyrosine Metabolism,828-01-3,C05607,0.08366400111398253,hybrid
metabolite_100015837,6.0,0.03646152891918697,5.947387814594334,4.121957538279463e-06,1.5056891525839489e-05,2.0,0.04713693131451979,46.896361454968535,1.3440011768544922e-11,1.519305678183339e-11,100015837,arachidonoylcarnitine (C20:4),Lipid,Fatty Acid Metabolism(Acyl Carnitine),,,0.08359846023370676,hybrid
metabolite_1224,1.0,0.009725607873982689,9.3104258151536,0.0023419739316952706,0.0030746585136781487,2.0,0.07374348629527483,37.697484707722936,1.7670903360854505e-16,3.122431467646136e-16,1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,7729-20-6,,0.08346909416925752,hybrid
metabolite_100009014,2.0,0.03129086200485076,15.278660175463866,2.9476543662330666e-07,1.5743154001472061e-06,2.0,0.051977905060295426,51.92186590886412,1.178423596031224e-12,1.4998118494942852e-12,100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,Plasmalogen,,,0.08326876706514619,hybrid
metabolite_100015786,10.0,0.03275173213430094,3.1761364442412114,0.0005099540264656009,0.0008341475374901361,2.0,0.05044571475684112,50.31001662268862,2.568254348582405e-12,3.156878298519104e-12,100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,Sphingolipid Metabolism,,,0.08319744689114206,hybrid
metabolite_100009135,11.0,0.08167734108316305,7.616658931294515,1.107316176949886e-12,1.7742225107947038e-11,,0.0,,1.0,,100009135,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,Lipid,Plasmalogen,,,0.08167734108316305,microbiome
metabolite_100009139,14.0,0.08167255685338737,6.054014460290608,1.3651689835640762e-11,1.9248882668253472e-10,,0.0,,1.0,,100009139,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phospholipid Metabolism,,,0.08167255685338737,microbiome
metabolite_100008989,7.0,0.02914461599700191,4.069789683390219,0.00020715105772984034,0.00039048528261908405,2.0,0.05156759797283339,51.92468747250293,1.1700493657098973e-12,1.4996407363324035e-12,100008989,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,Lipid,Phospholipid Metabolism,,,0.0807122139698353,hybrid
metabolite_100021100,,0.0,,1.0,,2.0,0.08022061276191639,40.11992699824402,1.970105038416269e-17,3.62180926254304e-17,100021100,tetradecadienedioate (C14:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",,,0.08022061276191639,genetics
metabolite_100009020,22.0,0.07920652825912544,3.624564225884999,4.45932974058395e-08,3.274820278241338e-07,,0.0,,1.0,,100009020,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,Lipid,Phospholipid Metabolism,,,0.07920652825912544,microbiome
metabolite_100001593,,0.0,,1.0,,2.0,0.0787474860188393,80.26451841324611,1.729517890939412e-18,3.3486410228826913e-18,100001593,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,102636-82-8,,0.0787474860188393,genetics
metabolite_100008951,4.0,0.022087954483253736,4.3479689789275024,0.0017511423755668268,0.0023820314033799568,2.0,0.05662573696644391,46.39907658102414,1.9395298014747217e-11,2.1264724329421647e-11,100008951,leucylphenylalanine/isoleucylphenylalanine,Peptide,Dipeptide,,,0.07871369144969764,hybrid
metabolite_100001511,15.0,0.07739727975680333,5.2459306567507635,3.608798859244115e-10,3.85485332691985e-09,,0.0,,1.0,,100001511,1-palmitoleoyl-GPC (16:1)*,Lipid,Lysolipid,,,0.07739727975680333,microbiome
metabolite_100009009,11.0,0.07732805026776812,7.238034727264264,6.067847162108772e-12,8.912150519347258e-11,,0.0,,1.0,,100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen,,,0.07732805026776812,microbiome
metabolite_100001734,,0.0,,1.0,,2.0,0.07718313365742946,79.62397082434342,2.2827225506680537e-18,4.373215833911429e-18,100001734,N6-acetyllysine,Amino Acid,Lysine Metabolism,692-04-6,C02727,0.07718313365742946,genetics
metabolite_100006644,1.0,0.02267030479097265,17.327538252313733,3.512434705241957e-05,9.037468858378027e-05,2.0,0.05431709921237471,42.90536825594562,1.0691930323822596e-10,1.0810729549642846e-10,100006644,taurodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,,,0.07698740400334736,hybrid
metabolite_100009007,19.0,0.07689765897576728,4.130100009154099,8.833758569478373e-09,7.326823284096769e-08,,0.0,,1.0,,100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,,,0.07689765897576728,microbiome
metabolite_100021760,6.0,0.02523654325028679,3.7971875649202955,0.0009644446900238447,0.0014224550344493943,2.0,0.051220073125791465,47.776901083548495,9.135121841053375e-12,1.0391201094198214e-11,100021760,N-acetyl-2-aminoadipate,Amino Acid,Lysine Metabolism,,C12986,0.07645661637607826,hybrid
metabolite_100001733,1.0,0.008607468223914672,8.13522138537724,0.0044368181394063,0.005213261313802403,2.0,0.06622231694106162,66.45083953013925,1.1434933055049591e-15,1.891961650926387e-15,100001733,hexanoylglutamine,,,,,0.07482978516497629,hybrid
metabolite_100002094,2.0,0.019760127116268622,9.696219676275666,6.774342855117585e-05,0.00015406166815670636,2.0,0.05491124333207953,55.95191663820957,1.670361967513403e-13,2.3750459225581194e-13,100002094,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,178167-75-4,,0.07467137044834815,hybrid
metabolite_100009162,2.0,0.015640642762574708,7.60296278677713,0.0005297037118030886,0.0008624506162151904,2.0,0.058924679718740935,59.984405024756796,2.427326076417578e-14,3.712381058050413e-14,100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen,,,0.07456532248131564,hybrid
metabolite_100001987,1.0,0.008294699320688825,7.895688520941235,0.005057700228826285,0.00587426468092674,2.0,0.06523366706846967,32.904131160055805,1.5363629703520655e-14,2.369644581390474e-14,100001987,"5alpha-androstan-3beta,17beta-diol disulfate",Lipid,Steroid,571-20-0,C12525,0.0735283663891585,hybrid
metabolite_1113,,0.0,,1.0,,2.0,0.07349193618143901,37.67767497058692,1.7921389465844438e-16,3.136243156522777e-16,1113,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,3025-96-5,C02946,0.07349193618143901,genetics
metabolite_803,1.0,0.008160479376790764,7.857377774116505,0.005163869607752376,0.005977878609959647,2.0,0.06532600721200721,66.74662756088654,9.732857075336505e-16,1.6251192547809578e-15,803,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",3458-28-4,C00159,0.07348648658879797,hybrid
metabolite_100009166,3.0,0.01776114896395853,5.744147649626805,0.0006780725179814103,0.001067056082984139,2.0,0.05553648520617638,56.15605318907049,1.524261363377707e-13,2.1843745522420685e-13,100009166,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",Lipid,Phospholipid Metabolism,,,0.0732976341701349,hybrid
metabolite_100006082,2.0,0.019833816824912254,9.662287575783317,7.00831821802797e-05,0.0001588702361321453,2.0,0.05210436944674246,52.54985420917302,8.645713392846627e-13,1.1239427410700614e-12,100006082,4-hydroxychlorothalonil,Xenobiotics,Chemical,28343-61-5,,0.07193818627165471,hybrid
metabolite_100000773,2.0,0.024416486446392827,11.963179327275997,7.385983130378307e-06,2.410702827276253e-05,2.0,0.04747712554051464,47.70028139015062,9.04398279245329e-12,1.0352231875638357e-11,100000773,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",88930-08-9,,0.07189361198690747,hybrid
metabolite_100001145,21.0,0.07189035342264227,2.762700809683402,4.14291509737406e-05,0.00010106419182175476,,0.0,,1.0,,100001145,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",73141-46-5,,0.07189035342264227,microbiome
metabolite_100000781,5.0,0.024524134268639197,4.716393045098382,0.0002922036076862086,0.0005150088585469426,2.0,0.04706626103631684,46.52623375936544,1.6147886661290415e-11,1.7811608317302155e-11,100000781,hexanoylcarnitine (C6),Lipid,Fatty Acid Metabolism(Acyl Carnitine),6920-35-0,,0.07159039530495603,hybrid
metabolite_100001006,,0.0,,1.0,,2.0,0.07052168729889807,72.154587906796,7.59505387492707e-17,1.3551958874869868e-16,100001006,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",543-24-8,,0.07052168729889807,genetics
metabolite_100001452,,0.0,,1.0,,2.0,0.07031077600687585,63.37647976674595,5.54150586225204e-15,8.846965499384836e-15,100001452,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",16284-60-9,,0.07031077600687585,genetics
metabolite_100010940,23.0,0.06931127333842746,3.017779475091157,2.7461367016032724e-06,1.0616581189780787e-05,,0.0,,1.0,,100010940,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",,,,,0.06931127333842746,microbiome
metabolite_100001197,1.0,0.007946151434927162,7.625328178498003,0.005866149636200338,0.006713693982989023,2.0,0.06111823074158329,61.97218603141567,9.45107357580735e-15,1.4828408541352913e-14,100001197,10-undecenoate (11:1n1),Lipid,Medium Chain Fatty Acid,1333-28-4,C13910,0.06906438217651045,hybrid
metabolite_100006641,16.0,0.06883222695413349,4.10719820943659,1.1401302455598684e-07,7.176712706425957e-07,,0.0,,1.0,,100006641,glycochenodeoxycholate 3-sulfate,Lipid,Primary Bile Acid Metabolism,,,0.06883222695413349,microbiome
metabolite_100000997,2.0,0.024974041790614798,12.21774439318571,5.763906952579557e-06,1.961485790897746e-05,2.0,0.04365780773386141,43.596535552867195,6.686884343008037e-11,6.914846309246947e-11,100000997,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",5561-87-5,,0.06863184952447621,hybrid
metabolite_100021000,18.0,0.06834270698812739,3.7941383646347933,1.7721630727272136e-07,1.041145805227238e-06,,0.0,,1.0,,100021000,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,Lipid,Sphingomyelins,,,0.06834270698812739,microbiome
metabolite_100020419,14.0,0.06830942761878411,4.849443416554066,1.039022573927678e-08,8.517568774639687e-08,,0.0,,1.0,,100020419,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,,,0.06830942761878411,microbiome
metabolite_100002927,12.0,0.06788610037111065,5.565445923963191,2.950417223270326e-09,2.6329672688678225e-08,,0.0,,1.0,,100002927,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",6853-87-8,,0.06788610037111065,microbiome
